Date,Close
6/21/2016 16:00:00,0.83
6/22/2016 16:00:00,0.81
6/23/2016 16:00:00,0.82
6/24/2016 16:00:00,0.8
6/27/2016 16:00:00,0.77
6/28/2016 16:00:00,0.78
6/29/2016 16:00:00,0.78
6/30/2016 16:00:00,0.76
7/1/2016 16:00:00,0.75
7/5/2016 16:00:00,0.75
7/6/2016 16:00:00,0.73
7/7/2016 16:00:00,0.72
7/8/2016 16:00:00,0.68
7/11/2016 16:00:00,0.68
7/12/2016 16:00:00,0.7
7/13/2016 16:00:00,0.69
7/14/2016 16:00:00,0.71
7/15/2016 16:00:00,0.71
7/18/2016 16:00:00,0.7
7/19/2016 16:00:00,0.69
7/20/2016 16:00:00,0.7
7/21/2016 16:00:00,0.7
7/22/2016 16:00:00,0.7
7/25/2016 16:00:00,0.68
7/26/2016 16:00:00,0.7
7/27/2016 16:00:00,0.7
7/28/2016 16:00:00,0.69
7/29/2016 16:00:00,0.7
8/1/2016 16:00:00,0.77
8/2/2016 16:00:00,0.73
8/3/2016 16:00:00,0.73
8/4/2016 16:00:00,0.75
8/5/2016 16:00:00,0.75
8/8/2016 16:00:00,0.72
8/9/2016 16:00:00,0.7
8/10/2016 16:00:00,0.7
8/11/2016 16:00:00,0.72
8/12/2016 16:00:00,0.73
8/15/2016 16:00:00,0.73
8/16/2016 16:00:00,0.72
8/18/2016 16:00:00,0.72
8/19/2016 16:00:00,0.72
8/22/2016 16:00:00,0.72
8/23/2016 16:00:00,0.72
8/24/2016 16:00:00,0.72
8/25/2016 16:00:00,0.73
8/26/2016 16:00:00,0.72
8/29/2016 16:00:00,0.75
8/30/2016 16:00:00,0.69
8/31/2016 16:00:00,0.69
9/1/2016 16:00:00,0.72
9/6/2016 16:00:00,0.71
9/7/2016 16:00:00,0.67
9/8/2016 16:00:00,0.71
9/9/2016 16:00:00,0.7
9/12/2016 16:00:00,0.71
9/13/2016 16:00:00,0.69
9/14/2016 16:00:00,0.69
9/15/2016 16:00:00,0.69
9/16/2016 16:00:00,0.69
9/19/2016 16:00:00,0.68
9/20/2016 16:00:00,0.68
9/21/2016 16:00:00,0.67
9/22/2016 16:00:00,0.68
9/23/2016 16:00:00,0.68
9/26/2016 16:00:00,0.68
9/27/2016 16:00:00,0.68
9/28/2016 16:00:00,0.67
9/29/2016 16:00:00,0.68
9/30/2016 16:00:00,0.69
10/3/2016 16:00:00,0.69
10/4/2016 16:00:00,0.7
10/5/2016 16:00:00,0.69
10/6/2016 16:00:00,0.68
10/7/2016 16:00:00,0.7
10/10/2016 16:00:00,0.7
10/11/2016 16:00:00,0.7
10/12/2016 16:00:00,0.7
10/13/2016 16:00:00,0.72
10/14/2016 16:00:00,0.71
10/17/2016 16:00:00,0.71
10/18/2016 16:00:00,0.71
10/19/2016 16:00:00,0.7
10/20/2016 16:00:00,0.71
10/21/2016 16:00:00,0.7
10/24/2016 16:00:00,0.69
10/25/2016 16:00:00,0.68
10/26/2016 16:00:00,0.68
10/27/2016 16:00:00,0.7
10/28/2016 16:00:00,0.7
10/31/2016 16:00:00,0.67
11/1/2016 16:00:00,0.68
11/2/2016 16:00:00,0.67
11/3/2016 16:00:00,0.64
11/4/2016 16:00:00,0.65
11/7/2016 16:00:00,0.63
11/8/2016 16:00:00,0.65
11/9/2016 16:00:00,0.67
11/10/2016 16:00:00,0.67
11/11/2016 16:00:00,0.71
11/14/2016 16:00:00,0.75
11/15/2016 16:00:00,0.77
11/16/2016 16:00:00,0.76
11/17/2016 16:00:00,0.77
11/18/2016 16:00:00,0.8
11/21/2016 16:00:00,0.79
11/22/2016 16:00:00,0.83
11/23/2016 16:00:00,0.82
11/25/2016 16:00:00,0.78
11/28/2016 16:00:00,0.82
11/29/2016 16:00:00,0.83
11/30/2016 16:00:00,0.79
12/1/2016 16:00:00,0.8
12/2/2016 16:00:00,0.88
12/5/2016 16:00:00,0.95
12/6/2016 16:00:00,0.89
12/7/2016 16:00:00,0.9
12/8/2016 16:00:00,0.94
12/9/2016 16:00:00,0.9
12/12/2016 16:00:00,0.92
12/13/2016 16:00:00,0.87
12/14/2016 16:00:00,0.91
12/15/2016 16:00:00,0.88
12/16/2016 16:00:00,0.87
12/19/2016 16:00:00,0.83
12/20/2016 16:00:00,0.83
12/21/2016 16:00:00,0.82
12/22/2016 16:00:00,0.82
12/23/2016 16:00:00,0.82
12/27/2016 16:00:00,0.82
12/28/2016 16:00:00,0.82
12/29/2016 16:00:00,0.86
12/30/2016 16:00:00,0.82
1/3/2017 16:00:00,0.92
1/4/2017 16:00:00,0.87
1/5/2017 16:00:00,0.9
1/6/2017 16:00:00,0.93
1/9/2017 16:00:00,0.97
1/10/2017 16:00:00,0.96
1/11/2017 16:00:00,0.94
1/12/2017 16:00:00,0.98
1/13/2017 16:00:00,0.99
1/17/2017 16:00:00,1.08
1/18/2017 16:00:00,1.04
1/19/2017 16:00:00,1.11
1/20/2017 16:00:00,1.12
1/23/2017 16:00:00,1.21
1/24/2017 16:00:00,1.23
1/25/2017 16:00:00,1.24
1/26/2017 16:00:00,1.16
1/27/2017 16:00:00,1.22
1/30/2017 16:00:00,1.2
1/31/2017 16:00:00,1.18
2/1/2017 16:00:00,1.08
2/2/2017 16:00:00,1.1
2/3/2017 16:00:00,1.08
2/6/2017 16:00:00,1.1
2/7/2017 16:00:00,1.11
2/8/2017 16:00:00,1.14
2/9/2017 16:00:00,1.11
2/10/2017 16:00:00,1.21
2/13/2017 16:00:00,1.25
2/14/2017 16:00:00,1.25
2/15/2017 16:00:00,1.24
2/16/2017 16:00:00,1.23
2/17/2017 16:00:00,1.22
2/21/2017 16:00:00,1.2
2/22/2017 16:00:00,1.2
2/23/2017 16:00:00,1.2
2/24/2017 16:00:00,1.23
2/27/2017 16:00:00,1.2
2/28/2017 16:00:00,1.21
3/1/2017 16:00:00,1.21
3/2/2017 16:00:00,1.21
3/3/2017 16:00:00,1.21
3/6/2017 16:00:00,1.2
3/7/2017 16:00:00,1.14
3/8/2017 16:00:00,1.22
3/9/2017 16:00:00,1.23
3/10/2017 16:00:00,1.46
3/13/2017 16:00:00,1.35
3/14/2017 16:00:00,1.33
3/15/2017 16:00:00,1.47
3/16/2017 16:00:00,1.44
3/17/2017 16:00:00,1.39
3/20/2017 16:00:00,1.33
3/21/2017 16:00:00,1.3
3/22/2017 16:00:00,1.31
3/23/2017 16:00:00,1.27
3/24/2017 16:00:00,1.25
3/27/2017 16:00:00,1.3
3/28/2017 16:00:00,1.25
3/29/2017 16:00:00,1.2
3/30/2017 16:00:00,1.24
3/31/2017 16:00:00,1.3
4/3/2017 16:00:00,1.25
4/4/2017 16:00:00,1.25
4/5/2017 16:00:00,1.23
4/6/2017 16:00:00,1.26
4/7/2017 16:00:00,1.22
4/10/2017 16:00:00,1.21
4/11/2017 16:00:00,1.23
4/12/2017 16:00:00,1.23
4/13/2017 16:00:00,1.2
4/17/2017 16:00:00,1.18
4/18/2017 16:00:00,1.18
4/19/2017 16:00:00,1.12
4/20/2017 16:00:00,1.18
4/21/2017 16:00:00,1.16
4/24/2017 16:00:00,1.13
4/25/2017 16:00:00,1.24
4/26/2017 16:00:00,1.33
4/27/2017 16:00:00,1.32
4/28/2017 16:00:00,1.3
5/1/2017 16:00:00,1.3
5/2/2017 16:00:00,1.33
5/3/2017 16:00:00,1.28
5/4/2017 16:00:00,1.34
5/5/2017 16:00:00,1.31
5/8/2017 16:00:00,1.32
5/9/2017 16:00:00,1.33
5/10/2017 16:00:00,1.32
5/11/2017 16:00:00,1.32
5/12/2017 16:00:00,1.17
5/15/2017 16:00:00,1.19
5/16/2017 16:00:00,1.16
5/17/2017 16:00:00,1.15
5/18/2017 16:00:00,1.15
5/19/2017 16:00:00,1.2
5/22/2017 16:00:00,1.2
5/23/2017 16:00:00,1.31
5/24/2017 16:00:00,1.35
5/25/2017 16:00:00,1.33
5/26/2017 16:00:00,1.24
5/30/2017 16:00:00,1.36
5/31/2017 16:00:00,1.36
6/1/2017 16:00:00,1.36
6/2/2017 16:00:00,1.35
6/5/2017 16:00:00,1.36
6/6/2017 16:00:00,1.39
6/7/2017 16:00:00,1.42
6/8/2017 16:00:00,1.33
6/9/2017 16:00:00,1.43
6/12/2017 16:00:00,1.39
6/13/2017 16:00:00,1.39
6/14/2017 16:00:00,1.37
6/15/2017 16:00:00,1.37
6/16/2017 16:00:00,1.37
6/19/2017 16:00:00,1.47
6/20/2017 16:00:00,1.53
6/21/2017 16:00:00,1.59
6/22/2017 16:00:00,1.55
6/23/2017 16:00:00,1.53
6/26/2017 16:00:00,1.53
6/27/2017 16:00:00,1.49
6/28/2017 16:00:00,1.45
6/29/2017 16:00:00,1.45
6/30/2017 16:00:00,1.42
7/3/2017 16:00:00,1.41
7/5/2017 16:00:00,1.39
7/6/2017 16:00:00,1.38
7/7/2017 16:00:00,1.37
7/10/2017 16:00:00,1.37
7/11/2017 16:00:00,1.4
7/12/2017 16:00:00,1.38
7/13/2017 16:00:00,1.37
7/14/2017 16:00:00,1.4
7/17/2017 16:00:00,1.37
7/18/2017 16:00:00,1.36
7/19/2017 16:00:00,1.35
7/20/2017 16:00:00,1.34
7/21/2017 16:00:00,1.32
7/24/2017 16:00:00,1.21
7/25/2017 16:00:00,1.21
7/26/2017 16:00:00,1.24
7/27/2017 16:00:00,1.17
7/28/2017 16:00:00,1.18
7/31/2017 16:00:00,1.31
8/1/2017 16:00:00,1.28
8/2/2017 16:00:00,1.27
8/3/2017 16:00:00,1.27
8/4/2017 16:00:00,1.25
8/7/2017 16:00:00,1.2
8/8/2017 16:00:00,1.23
8/9/2017 16:00:00,1.23
8/10/2017 16:00:00,1.43
8/11/2017 16:00:00,1.37
8/14/2017 16:00:00,1.41
8/15/2017 16:00:00,1.45
8/16/2017 16:00:00,1.5
8/17/2017 16:00:00,1.46
8/18/2017 16:00:00,1.44
8/21/2017 16:00:00,1.45
8/22/2017 16:00:00,1.52
8/23/2017 16:00:00,1.57
8/24/2017 16:00:00,1.58
8/25/2017 16:00:00,1.6
8/28/2017 16:00:00,1.65
8/29/2017 16:00:00,1.66
8/30/2017 16:00:00,1.64
8/31/2017 16:00:00,1.61
9/1/2017 16:00:00,1.68
9/5/2017 16:00:00,1.83
9/6/2017 16:00:00,1.81
9/7/2017 16:00:00,1.96
9/8/2017 16:00:00,2.16
9/11/2017 16:00:00,2.2
9/12/2017 16:00:00,2.16
9/13/2017 16:00:00,2.16
9/14/2017 16:00:00,1.93
9/15/2017 16:00:00,1.93
9/18/2017 16:00:00,1.95
9/19/2017 16:00:00,1.86
9/20/2017 16:00:00,1.87
9/21/2017 16:00:00,1.85
9/22/2017 16:00:00,1.8
9/25/2017 16:00:00,1.8
9/26/2017 16:00:00,1.91
9/27/2017 16:00:00,1.93
9/28/2017 16:00:00,1.97
9/29/2017 16:00:00,1.97
10/2/2017 16:00:00,1.95
10/3/2017 16:00:00,1.85
10/4/2017 16:00:00,1.9
10/5/2017 16:00:00,1.83
10/6/2017 16:00:00,1.85
10/9/2017 16:00:00,1.79
10/10/2017 16:00:00,1.78
10/11/2017 16:00:00,1.8
10/12/2017 16:00:00,1.97
10/13/2017 16:00:00,1.88
10/16/2017 16:00:00,1.79
10/17/2017 16:00:00,1.76
10/18/2017 16:00:00,1.82
10/19/2017 16:00:00,1.88
10/20/2017 16:00:00,1.8
10/23/2017 16:00:00,1.79
10/24/2017 16:00:00,1.77
10/25/2017 16:00:00,1.81
10/26/2017 16:00:00,1.68
10/27/2017 16:00:00,1.72
10/30/2017 16:00:00,1.6
10/31/2017 16:00:00,1.75
11/1/2017 16:00:00,1.65
11/2/2017 16:00:00,1.74
11/3/2017 16:00:00,1.68
11/6/2017 16:00:00,1.69
11/7/2017 16:00:00,1.75
11/8/2017 16:00:00,1.84
11/9/2017 16:00:00,1.85
11/10/2017 16:00:00,1.8
11/13/2017 16:00:00,1.84
11/14/2017 16:00:00,1.8
11/15/2017 16:00:00,1.78
11/16/2017 16:00:00,1.85
11/17/2017 16:00:00,1.74
11/20/2017 16:00:00,1.76
11/21/2017 16:00:00,1.76
11/22/2017 16:00:00,1.77
11/24/2017 13:00:00,1.77
11/27/2017 16:00:00,1.75
11/28/2017 16:00:00,1.76
11/29/2017 16:00:00,1.52
11/30/2017 16:00:00,1.61
12/1/2017 16:00:00,1.64
12/4/2017 16:00:00,1.56
12/5/2017 16:00:00,1.67
12/6/2017 16:00:00,1.72
12/7/2017 16:00:00,1.7
12/8/2017 16:00:00,1.72
12/11/2017 16:00:00,1.78
12/12/2017 16:00:00,1.74
12/13/2017 16:00:00,1.72
12/14/2017 16:00:00,1.75
12/15/2017 16:00:00,1.72
12/18/2017 16:00:00,1.69
12/19/2017 16:00:00,1.68
12/20/2017 16:00:00,1.68
12/21/2017 16:00:00,1.63
12/22/2017 16:00:00,1.68
12/26/2017 16:00:00,1.75
12/27/2017 16:00:00,1.73
12/28/2017 16:00:00,1.76
12/29/2017 16:00:00,1.75
1/2/2018 16:00:00,1.68
1/3/2018 16:00:00,1.7
1/4/2018 16:00:00,1.67
1/5/2018 16:00:00,1.67
1/8/2018 16:00:00,1.66
1/9/2018 16:00:00,1.79
1/10/2018 16:00:00,1.79
1/11/2018 16:00:00,1.78
1/12/2018 16:00:00,1.78
1/16/2018 16:00:00,1.82
1/17/2018 16:00:00,1.82
1/18/2018 16:00:00,1.92
1/19/2018 16:00:00,1.96
1/22/2018 16:00:00,1.97
1/23/2018 16:00:00,1.95
1/24/2018 16:00:00,1.98
1/25/2018 16:00:00,1.94
1/26/2018 16:00:00,1.96
1/29/2018 16:00:00,1.86
1/30/2018 16:00:00,1.87
1/31/2018 16:00:00,1.88
2/1/2018 16:00:00,1.92
2/2/2018 16:00:00,1.9
2/5/2018 16:00:00,1.94
2/6/2018 16:00:00,1.89
2/7/2018 16:00:00,1.83
2/8/2018 16:00:00,1.82
2/9/2018 16:00:00,1.67
2/12/2018 16:00:00,1.66
2/13/2018 16:00:00,1.69
2/14/2018 16:00:00,1.69
2/15/2018 16:00:00,1.88
2/16/2018 16:00:00,1.83
2/20/2018 16:00:00,1.8
2/21/2018 16:00:00,1.79
2/22/2018 16:00:00,1.82
2/23/2018 16:00:00,1.8
2/26/2018 16:00:00,1.78
2/27/2018 16:00:00,1.86
2/28/2018 16:00:00,1.78
3/1/2018 16:00:00,1.8
3/2/2018 16:00:00,1.83
3/5/2018 16:00:00,1.74
3/6/2018 16:00:00,1.76
3/7/2018 16:00:00,1.78
3/8/2018 16:00:00,1.81
3/9/2018 16:00:00,1.72
3/12/2018 16:00:00,1.69
3/13/2018 16:00:00,1.68
3/14/2018 16:00:00,1.73
3/15/2018 16:00:00,1.72
3/16/2018 16:00:00,1.71
3/19/2018 16:00:00,1.69
3/20/2018 16:00:00,1.69
3/21/2018 16:00:00,1.67
3/22/2018 16:00:00,1.65
3/23/2018 16:00:00,1.6
3/26/2018 16:00:00,1.42
3/27/2018 16:00:00,1.43
3/28/2018 16:00:00,1.35
3/29/2018 16:00:00,1.45
4/2/2018 16:00:00,1.49
4/3/2018 16:00:00,1.47
4/4/2018 16:00:00,1.5
4/5/2018 16:00:00,1.55
4/6/2018 16:00:00,1.56
4/9/2018 16:00:00,1.46
4/10/2018 16:00:00,1.56
4/11/2018 16:00:00,1.86
4/12/2018 16:00:00,1.83
4/13/2018 16:00:00,1.84
4/16/2018 16:00:00,1.85
4/17/2018 16:00:00,1.85
4/18/2018 16:00:00,1.84
4/19/2018 16:00:00,1.84
4/20/2018 16:00:00,1.86
4/23/2018 16:00:00,1.79
4/24/2018 16:00:00,1.78
4/25/2018 16:00:00,1.77
4/26/2018 16:00:00,1.76
4/27/2018 16:00:00,1.77
4/30/2018 16:00:00,1.76
5/1/2018 16:00:00,1.77
5/2/2018 16:00:00,1.79
5/3/2018 16:00:00,1.75
5/4/2018 16:00:00,1.76
5/7/2018 16:00:00,1.69
5/8/2018 16:00:00,1.67
5/9/2018 16:00:00,1.66
5/10/2018 16:00:00,1.71
5/11/2018 16:00:00,1.66
5/14/2018 16:00:00,1.6
5/15/2018 16:00:00,1.57
5/16/2018 16:00:00,1.49
5/17/2018 16:00:00,1.49
5/18/2018 16:00:00,1.45
5/21/2018 16:00:00,1.4
5/22/2018 16:00:00,1.35
5/23/2018 16:00:00,1.35
5/24/2018 16:00:00,1.36
5/25/2018 16:00:00,1.34
5/29/2018 16:00:00,1.38
5/30/2018 16:00:00,1.52
5/31/2018 16:00:00,1.54
6/1/2018 16:00:00,1.57
6/4/2018 16:00:00,1.65
6/5/2018 16:00:00,1.64
6/6/2018 16:00:00,1.63
6/7/2018 16:00:00,1.65
6/8/2018 16:00:00,1.62
